District,SS,Toponym,Chrononym,Def,Context,Year,Comment,Latitude,Longitude,DISS
Шар,Конёвский,Подолиха,ВВЕДЕНЬЕВ ДЕНЬ,"Введение Богородицы во храм, 4 декабря",,2012 лето,,,,
Меж,Георгиевский,Заводское,ВВЕДЕНЬЕВСКАЯ,"Введение Богородицы во храм, 4 декабря",В Жукове ВведЕньевская была.,2023 лето,,,,
Меж,Никольский,Елховка,ВВЕДЕНЬЕВСКАЯ,"праздник, отмечаемый в д. Елховка 4 декабря",ВведЕньевскую 4 декабря в Елховке отмечали.,2023 лето,,,,
Меж,Никольский,Хорошая,ВВЕДЕНЬЕВСКАЯ,"праздник, отмечаемый в д. Хорошая 4 декабря","В нашей деревне, в Хорошей, был большой праздник ‒ ВведЕньевская и ФролОвская осенью.",2023 лето,,,,
Меж,Никольский,Соколово,ВВЕДЕНЬЕВСКАЯ,"праздник, отмечаемый в д. Соколово 4 декабря",В Соколове праздник был престольный ПреображЕнская 19 августа и зимой была ВведЕньевская 4 декабря. Весенняя НикОлинская 22 мая.,2023 лето,,,,
Меж,Петушихский,Барановица,ВВЕДЕНЬЕВСКАЯ,4 декабря,"На Введеньевскую оттепель обязательно. До неё поросят не резали, резали с 5 декабря, чтоб сало заморозить.",2023 лето,,,,
Окт,Забегаевский,Забегаево,ВВЕДЕНЬЕВСКАЯ,"Введение, 4 декабря","ПАска ‒ первый праздник, Рождество, ВведеньЁвы дни, сёдни ВведеньЁвская.",2011 авг.,ВВЕДЕНЬёВЫ ДНи,,,
Окт,Забегаевский,Забегаево,ВВЕДЕНЬЕВСКАЯ,"Введение, 4 декабря","ПАска ‒ первый праздник, Рождество, ВведеньЁвы дни, сёдни ВведеньЁвская.",2011 авг.,ВВЕДЕНЬёВЫ ДНи,,,
Окт,Забегаевский,Забегаево,ВВЕДЕНЬЕВЫ ДНИ,"Введение, 4 декабря","ПАска ‒ первый праздник, Рождество, ВведеньЁвы дни, сёдни ВведеньЁвская.",2011 авг.,ВВЕДЕНЬёВСКАЯ,,,
Окт,Забегаевский,Забегаево,ВВЕДЕНЬЕВЫ ДНИ,"Введение, 4 декабря","ПАска ‒ первый праздник, Рождество, ВведеньЁвы дни, сёдни ВведеньЁвская.",2011 авг.,ВВЕДЕНЬёВСКАЯ,,,
Парф,Аносовский,Лаптуново,ВЕДЕНЬЕ,престольный праздник в д. Лаптуново (4 декабря),,2006 авг.,,,,
Кадый,Столпинский,Столпино,ВЕДЕНЬЕ,"праздник, отмечаемый 4 декабря","Я КатерИна ВеденьЁвская, мне шешнАдцать бУдёт в ВеденьЁ.",2004 авг.,,,,
Ней,Обелевский,Дьяконово,ВЕДЕНЬЕ,осенний праздник,,77 зима,,,,
Мак,Красногорский,Быстрово,ВЕДЕНЬЕ,4 декабря,На ВеденьЁ оттепель и гололёд бывает.,2022 лето,,,,
К-С,Сидоровский,Булдачиха,ВЕДЕНЬЕ,"праздник, отмечаемый 4 декабря","На Веденьё тоже гадали, говорили: ""Веди меня в ту горницу, в которой мне век жить.""",2019 лето,,,,
Кадый,Ведровский,Ведрово,ВЕДЕНЬЕ,"праздник, отмечаемый в д. Ведрово 04.12.","ВеденьЁ бЫло в нАшей дерЕвне, гОсти приходИли.",2004 авг.,,,,
Мак,Нежитинский,Фролово,ВЕДЕНЬЕ,"Введение Богородицы во Храм, 4 декабря, престольный праздник Нежитинского с/с","МольбА, ВеденьЁ; ВеденьЁ 4-го декабрЯ, а МольбА в иЮле, онА не в чИслах, после ПетрОва дня.",2004 авг.,,,,
Мак,Нежитинский,Кондратово,ВЕДЕНЬЕ,"престольный праздник, отмечаемый на территории Нежитинского с/с 4 декабря",,2004 авг.,,,,
Мак,Нежитинский,Журавлёво,ВЕДЕНЬЕ,"Введение Богородицы во храм, престольный праздник д. Журавлёво, отмечаемый 4 декабря",,2004 авг.,,,,
Вохом,Согорский,Согра,ВЕДЕНЬЕ,праздник Введения Пресвятой Богородицы во храм,"ВеденьЁ ‒ всё мне бабушка Наталья говорила: «Пряди-пряди, мот до ВеденьЯ не напрядёшь, тебя виденье в трубу протащит».",2012 лето,,,,
Вохом,Заветлужский,Юдино,ВЕДЕНЬЕ,праздник 21 ноября,"ВеденьЁ пройдет, можно скотину убирать.",2012 лето,,,,
Нерех,Владычневский,Алабухино,ВЕДЕНЬЕ,4 декабря,"В Олабухине Ильин день и Веденьё, в Зарвине Заговенье Летнее, в Митине Иванов день.",2019 лето,,,,
Ост,Островский,Парфеново,ВЕДЕНЬЕ,"4 декабря, Введение во храм Пресвятой Богородицы, престоольный праздник в б.д. Тарасово","Вот там, в Тарасово, когда я работала в школе, там было ВеденьЁ, а больше я праздников-то и не помню. ВеденьЁ ПресвятОй БогорОдицы, по-моему, оно правильно называется.",2023 лето,ВЕДЕНЬё ПРЕСВЯТоЙ БОГОРоДИЦЫ,,,
Пав,Петропавловский,Доровица,ВЕДЕНЬЕ,4 декабря,"Поговорка была: ""В чём хОдит к ВеденьЮ, в том и срать пойдЁт"". Он в прАздник и в бУдень хОдит в однОм.",2009 авг.,ВЕДЕНЬёВ ДеНЬ,,,
К-С,Чапаевский,Ивановское,ВЕДЕНЬЕ ПРЕСВЯТОЙ БОГОРОДИЦЫ,"4 декабря, праздник в д. Ивановское",,2019 лето,,,,
Ост,Островский,Парфеново,ВЕДЕНЬЕ ПРЕСВЯТОЙ БОГОРОДИЦЫ,"4 декабря, Введение во храм Пресвятой Богородицы, престольный праздник в б.д. Тарасово","Вот там, в Тарасово, когда я работала в школе, там было ВеденьЁ, а больше я праздников-то и не помню. ВеденьЁ ПресвятОй БогорОдицы, по-моему, оно правильно называется.",2023 лето,ВЕДЕНЬё,,,
